Key,Adv,Date,WindField,NE,SE,SW,NW
AL072010,31,2010-09-02T03:00:00Z,64,80,70,40,60
AL072010,32,2010-09-02T09:00:00Z,34,200,180,120,180
AL072010,32,2010-09-02T09:00:00Z,50,120,120,90,100
AL072010,32,2010-09-02T09:00:00Z,64,80,70,40,60
AL072010,33,2010-09-02T15:00:00Z,34,200,180,120,180
AL072010,33,2010-09-02T15:00:00Z,50,120,120,90,75
AL072010,33,2010-09-02T15:00:00Z,64,80,70,40,40
AL072010,34,2010-09-02T21:00:00Z,34,180,120,120,150
AL072010,34,2010-09-02T21:00:00Z,50,100,80,80,80
AL072010,34,2010-09-02T21:00:00Z,64,60,60,40,40
AL072010,35,2010-09-03T03:00:00Z,34,180,120,120,150
AL072010,35,2010-09-03T03:00:00Z,50,100,90,115,100
AL072010,35,2010-09-03T03:00:00Z,64,60,60,60,45
AL072010,36,2010-09-03T09:00:00Z,34,180,180,150,150
AL072010,36,2010-09-03T09:00:00Z,50,100,90,120,100
AL072010,36,2010-09-03T09:00:00Z,64,60,60,60,45
AL072010,37,2010-09-03T15:00:00Z,34,180,180,150,150
AL072010,37,2010-09-03T15:00:00Z,50,100,90,120,100
AL072010,37,2010-09-03T15:00:00Z,64,60,60,60,45
AL072010,38,2010-09-03T21:00:00Z,34,180,180,150,120
AL072010,38,2010-09-03T21:00:00Z,50,120,120,100,60
AL072010,38,2010-09-03T21:00:00Z,64,60,60,60,30
AL072010,39,2010-09-04T03:00:00Z,34,160,180,150,120
AL072010,39,2010-09-04T03:00:00Z,50,100,120,100,80
AL072010,40,2010-09-04T09:00:00Z,34,160,180,150,120
AL072010,40,2010-09-04T09:00:00Z,50,100,120,100,80
AL072010,41,2010-09-04T15:00:00Z,34,160,180,150,120
AL072010,41,2010-09-04T15:00:00Z,50,100,120,100,80
AL072010,42,2010-09-04T21:00:00Z,34,200,200,100,60
AL072010,42,2010-09-04T21:00:00Z,50,100,100,50,0
AL072010,43,2010-09-05T03:00:00Z,34,180,210,160,60
AL072010,43,2010-09-05T03:00:00Z,50,90,140,50,0
AL072011,4,2011-08-14T21:00:00Z,34,40,50,0,0
AL072011,5,2011-08-15T03:00:00Z,34,60,60,0,0
AL072011,6,2011-08-15T09:00:00Z,34,60,60,0,20
AL072011,7,2011-08-15T15:00:00Z,34,60,60,20,20
AL072011,7,2011-08-15T15:00:00Z,50,15,15,0,0
AL072011,8,2011-08-15T21:00:00Z,34,60,60,20,20
AL072011,8,2011-08-15T21:00:00Z,50,15,15,0,0
AL072011,9,2011-08-16T03:00:00Z,34,60,60,20,20
AL072011,9,2011-08-16T03:00:00Z,50,15,15,0,0
AL072011,10,2011-08-16T09:00:00Z,34,60,60,20,20
AL072011,11,2011-08-16T15:00:00Z,34,35,55,15,15
AL072011,12,2011-08-16T21:00:00Z,34,60,60,0,0
AL072012,9,2012-08-17T21:30:00Z,34,0,30,30,0
AL072012,10,2012-08-18T03:00:00Z,34,0,30,30,0
AL072012,11,2012-08-18T09:00:00Z,34,0,30,30,0
AL072013,2,2013-09-05T03:00:00Z,34,40,0,0,0
AL072013,3,2013-09-05T09:00:00Z,34,40,0,0,0
AL072013,7,2013-09-10T09:00:00Z,34,60,60,0,0
AL072013,8,2013-09-10T15:00:00Z,34,60,60,0,0
AL072013,9,2013-09-10T17:30:00Z,34,70,100,0,60
AL072013,10,2013-09-10T21:00:00Z,34,70,100,0,60
AL072013,10,2013-09-10T21:00:00Z,50,20,20,0,20
AL072013,11,2013-09-11T03:00:00Z,34,90,100,30,60
AL072013,11,2013-09-11T03:00:00Z,50,20,20,0,20
AL072013,12,2013-09-11T09:00:00Z,34,100,50,30,60
AL072013,13,2013-09-11T15:00:00Z,34,90,40,20,60
AL072013,14,2013-09-11T21:00:00Z,34,90,40,0,50
AL072013,17,2013-09-12T15:00:00Z,34,70,90,0,0
AL072013,18,2013-09-12T21:00:00Z,34,80,0,0,0
AL072013,19,2013-09-13T03:00:00Z,34,60,0,0,0
AL072014,2,2014-10-10T21:00:00Z,34,120,0,0,120
AL072014,3,2014-10-10T23:30:00Z,34,100,0,30,120
AL072014,3,2014-10-10T23:30:00Z,50,0,0,0,80
AL072014,4,2014-10-11T03:00:00Z,34,120,0,30,120
AL072014,4,2014-10-11T03:00:00Z,50,0,0,0,80
AL072014,5,2014-10-11T09:00:00Z,34,120,0,30,120
AL072014,5,2014-10-11T09:00:00Z,50,0,0,0,80
AL072014,6,2014-10-11T15:00:00Z,34,130,50,40,130
AL072014,6,2014-10-11T15:00:00Z,50,0,0,0,50
AL072014,7,2014-10-11T21:00:00Z,34,130,140,70,120
AL072014,7,2014-10-11T21:00:00Z,50,40,40,20,40
AL072014,8,2014-10-12T03:00:00Z,34,150,150,90,130
AL072014,8,2014-10-12T03:00:00Z,50,40,60,60,70
AL072014,9,2014-10-12T09:00:00Z,34,150,150,120,120
AL072014,9,2014-10-12T09:00:00Z,50,50,60,60,60
AL072014,10,2014-10-12T15:00:00Z,34,150,150,120,120
AL072014,10,2014-10-12T15:00:00Z,50,50,60,60,60
AL072014,11,2014-10-12T21:00:00Z,34,150,150,120,120
AL072014,11,2014-10-12T21:00:00Z,50,50,60,60,60
AL072014,11,2014-10-12T21:00:00Z,64,25,25,25,25
AL072014,12,2014-10-13T03:00:00Z,34,150,150,100,120
AL072014,12,2014-10-13T03:00:00Z,50,50,60,30,60
AL072014,13,2014-10-13T09:00:00Z,34,150,150,100,120
AL072014,13,2014-10-13T09:00:00Z,50,50,60,30,60
AL072014,14,2014-10-13T15:00:00Z,34,120,150,180,180
AL072014,14,2014-10-13T15:00:00Z,50,0,60,60,80
AL072014,15,2014-10-13T21:00:00Z,34,120,150,150,180
AL072015,2,2015-09-05T21:00:00Z,34,30,0,0,30
AL072015,3,2015-09-06T03:00:00Z,34,30,0,0,30
AL072015,4,2015-09-06T09:00:00Z,34,50,30,30,50
AL072015,5,2015-09-06T15:00:00Z,34,50,30,30,50
AL072015,6,2015-09-06T21:00:00Z,34,50,30,30,50
AL072015,7,2015-09-07T03:00:00Z,34,50,30,30,50
AL072015,8,2015-09-07T09:00:00Z,34,50,30,30,50
AL072015,9,2015-09-07T15:00:00Z,34,50,30,30,50
AL072015,10,2015-09-07T21:00:00Z,34,50,0,0,50
AL072015,11,2015-09-08T03:00:00Z,34,40,0,0,40
AL072015,12,2015-09-08T09:00:00Z,34,40,0,0,40
AL072016,2,2016-08-23T03:00:00Z,34,50,30,30,30
AL072016,3,2016-08-23T09:00:00Z,34,50,40,30,50
AL072016,4,2016-08-23T15:00:00Z,34,60,40,30,60
AL072016,4,2016-08-23T15:00:00Z,50,30,0,0,0
AL072016,5,2016-08-23T21:00:00Z,34,60,40,30,60
AL072016,5,2016-08-23T21:00:00Z,50,30,20,0,20
AL072016,6,2016-08-24T03:00:00Z,34,60,40,30,60
AL072016,6,2016-08-24T03:00:00Z,50,30,20,0,20
AL072016,7,2016-08-24T09:00:00Z,34,60,40,30,60
AL072016,7,2016-08-24T09:00:00Z,50,30,20,0,20
AL072016,NA,2016-08-24T15:00:00Z,34,70,80,40,60
AL072016,NA,2016-08-24T15:00:00Z,50,40,40,0,30
AL072016,9,2016-08-24T21:00:00Z,34,70,80,40,50
AL072016,9,2016-08-24T21:00:00Z,50,40,40,0,30
AL072016,10,2016-08-25T03:00:00Z,34,80,80,40,60
AL072016,10,2016-08-25T03:00:00Z,50,40,40,20,30
AL072016,11,2016-08-25T09:00:00Z,34,80,80,40,50
AL072016,11,2016-08-25T09:00:00Z,50,40,40,20,30
AL072016,11,2016-08-25T09:00:00Z,64,20,0,0,0
AL072016,12,2016-08-25T15:00:00Z,34,100,70,30,100
AL072016,12,2016-08-25T15:00:00Z,50,70,30,0,60
AL072016,13,2016-08-25T21:00:00Z,34,100,70,30,100
AL072016,13,2016-08-25T21:00:00Z,50,70,30,0,60
AL072016,14,2016-08-26T03:00:00Z,34,100,70,30,100
AL072016,14,2016-08-26T03:00:00Z,50,70,30,0,60
AL072016,15,2016-08-26T09:00:00Z,34,110,80,30,100
AL072016,15,2016-08-26T09:00:00Z,50,70,30,0,60
AL072016,16,2016-08-26T15:00:00Z,34,130,100,40,100
AL072016,16,2016-08-26T15:00:00Z,50,70,40,0,40
AL072016,17,2016-08-26T21:00:00Z,34,130,80,40,100
AL072016,17,2016-08-26T21:00:00Z,50,50,30,0,30
AL072016,18,2016-08-27T03:00:00Z,34,130,80,40,100
AL072016,18,2016-08-27T03:00:00Z,50,50,30,0,30
AL072016,19,2016-08-27T09:00:00Z,34,130,80,40,100
AL072016,19,2016-08-27T09:00:00Z,50,50,30,0,30
AL072016,20,2016-08-27T15:00:00Z,34,130,80,40,100
AL072016,20,2016-08-27T15:00:00Z,50,50,30,20,30
AL072016,21,2016-08-27T21:00:00Z,34,130,90,50,110
AL072016,21,2016-08-27T21:00:00Z,50,50,40,20,40
AL072016,22,2016-08-28T03:00:00Z,34,120,120,50,80
AL072016,22,2016-08-28T03:00:00Z,50,60,40,30,40
AL072016,22,2016-08-28T03:00:00Z,64,15,15,10,15
AL072016,23,2016-08-28T09:00:00Z,34,120,120,50,80
AL072016,23,2016-08-28T09:00:00Z,50,60,40,20,40
AL072016,23,2016-08-28T09:00:00Z,64,15,15,10,15
AL072016,24,2016-08-28T15:00:00Z,34,120,120,50,80
AL072016,24,2016-08-28T15:00:00Z,50,60,40,20,40
AL072016,24,2016-08-28T15:00:00Z,64,20,20,10,20
AL072016,25,2016-08-28T21:00:00Z,34,120,120,50,80
AL072016,25,2016-08-28T21:00:00Z,50,60,40,20,40
AL072016,25,2016-08-28T21:00:00Z,64,20,20,10,20
AL072016,26,2016-08-29T03:00:00Z,34,120,120,50,80
AL072016,26,2016-08-29T03:00:00Z,50,60,40,20,40
AL072016,26,2016-08-29T03:00:00Z,64,30,20,10,20
AL072016,27,2016-08-29T09:00:00Z,34,120,120,50,80
AL072016,27,2016-08-29T09:00:00Z,50,60,40,20,40
AL072016,27,2016-08-29T09:00:00Z,64,30,20,10,20
AL072016,28,2016-08-29T15:00:00Z,34,120,120,50,80
AL072016,28,2016-08-29T15:00:00Z,50,60,40,20,40
AL072016,28,2016-08-29T15:00:00Z,64,30,20,10,20
AL072016,29,2016-08-29T21:00:00Z,34,120,120,80,80
AL072016,29,2016-08-29T21:00:00Z,50,60,60,40,40
AL072016,29,2016-08-29T21:00:00Z,64,30,30,20,20
AL072016,30,2016-08-30T03:00:00Z,34,120,120,80,80
AL072016,30,2016-08-30T03:00:00Z,50,60,60,40,40
AL072016,30,2016-08-30T03:00:00Z,64,30,30,20,20
AL072016,31,2016-08-30T09:00:00Z,34,120,120,80,80
AL072016,31,2016-08-30T09:00:00Z,50,60,60,40,40
AL072016,31,2016-08-30T09:00:00Z,64,35,35,25,25
AL072016,32,2016-08-30T15:00:00Z,34,120,120,80,80
AL072016,32,2016-08-30T15:00:00Z,50,60,60,40,40
AL072016,32,2016-08-30T15:00:00Z,64,35,35,25,25
AL072016,33,2016-08-30T21:00:00Z,34,120,130,100,90
AL072016,33,2016-08-30T21:00:00Z,50,60,70,60,50
AL072016,33,2016-08-30T21:00:00Z,64,40,35,30,30
AL072016,34,2016-08-31T03:00:00Z,34,120,140,100,90
AL072016,34,2016-08-31T03:00:00Z,50,60,70,60,50
AL072016,34,2016-08-31T03:00:00Z,64,40,35,30,30
AL072016,35,2016-08-31T09:00:00Z,34,100,140,120,80
AL072016,35,2016-08-31T09:00:00Z,50,50,80,60,50
AL072016,35,2016-08-31T09:00:00Z,64,40,40,40,30
AL072016,36,2016-08-31T15:00:00Z,34,120,150,120,90
AL072016,36,2016-08-31T15:00:00Z,50,60,80,60,50
AL072016,36,2016-08-31T15:00:00Z,64,40,40,40,30
AL072016,37,2016-08-31T21:00:00Z,34,130,150,120,90
AL072016,37,2016-08-31T21:00:00Z,50,70,90,60,50
AL072016,37,2016-08-31T21:00:00Z,64,40,40,40,30
AL072016,38,2016-09-01T03:00:00Z,34,130,150,130,90
AL072016,38,2016-09-01T03:00:00Z,50,70,90,60,50
AL072016,38,2016-09-01T03:00:00Z,64,40,40,40,30
AL072016,39,2016-09-01T09:00:00Z,34,130,150,130,90
AL072016,39,2016-09-01T09:00:00Z,50,70,90,60,50
AL072016,39,2016-09-01T09:00:00Z,64,40,40,40,30
AL072016,NA,2016-09-01T15:00:00Z,34,130,160,140,90
AL072016,NA,2016-09-01T15:00:00Z,50,70,100,60,50
AL072016,NA,2016-09-01T15:00:00Z,64,40,70,40,30
AL072016,41,2016-09-01T21:00:00Z,34,130,160,140,90
AL072016,41,2016-09-01T21:00:00Z,50,70,100,80,40
AL072016,41,2016-09-01T21:00:00Z,64,40,70,40,20
AL072016,42,2016-09-02T03:00:00Z,34,120,150,130,90
AL072016,42,2016-09-02T03:00:00Z,50,60,90,60,40
AL072016,42,2016-09-02T03:00:00Z,64,30,60,40,0
AL072016,43,2016-09-02T09:00:00Z,34,100,130,110,70
AL072016,43,2016-09-02T09:00:00Z,50,60,90,60,40
AL072016,44,2016-09-02T15:00:00Z,34,100,130,110,60
AL072016,44,2016-09-02T15:00:00Z,50,60,90,0,0
AL072016,45,2016-09-02T21:00:00Z,34,100,130,110,0
AL072016,46,2016-09-03T03:00:00Z,34,0,90,0,0
AL081998,8,1998-09-19T15:00:00Z,34,90,90,50,50
AL081998,9,1998-09-19T21:00:00Z,34,90,90,0,0
AL081998,10,1998-09-20T03:00:00Z,34,50,75,0,0
AL081998,11,1998-09-20T09:00:00Z,34,50,75,0,0
AL081999,3,1999-09-08T09:00:00Z,34,75,50,50,75
AL081999,4,1999-09-08T15:00:00Z,34,75,50,50,75
AL081999,5,1999-09-08T21:00:00Z,34,100,75,50,100
AL081999,6,1999-09-09T03:00:00Z,34,100,75,50,100
AL081999,6,1999-09-09T03:00:00Z,50,25,0,0,25
AL081999,7,1999-09-09T09:00:00Z,34,100,75,50,100
AL081999,7,1999-09-09T09:00:00Z,50,30,0,0,0
AL081999,8,1999-09-09T15:00:00Z,34,125,75,50,100
AL081999,8,1999-09-09T15:00:00Z,50,30,30,30,30
AL081999,9,1999-09-09T21:00:00Z,34,150,90,90,125
AL081999,9,1999-09-09T21:00:00Z,50,90,0,0,0
AL081999,10,1999-09-10T03:00:00Z,34,150,90,90,125
AL081999,10,1999-09-10T03:00:00Z,50,90,60,0,30
AL081999,11,1999-09-10T09:00:00Z,34,150,125,75,125
AL081999,11,1999-09-10T09:00:00Z,50,90,60,0,60
AL081999,12,1999-09-10T15:00:00Z,34,150,150,75,125
AL081999,12,1999-09-10T15:00:00Z,50,100,100,0,75
AL081999,12,1999-09-10T15:00:00Z,64,60,60,0,0
AL081999,13,1999-09-10T21:00:00Z,34,150,150,75,125
AL081999,13,1999-09-10T21:00:00Z,50,100,100,30,75
AL081999,13,1999-09-10T21:00:00Z,64,60,60,0,0
AL081999,14,1999-09-11T03:00:00Z,34,150,150,75,125
AL081999,14,1999-09-11T03:00:00Z,50,100,100,30,75
AL081999,14,1999-09-11T03:00:00Z,64,60,60,0,0
AL081999,15,1999-09-11T09:00:00Z,34,150,125,75,125
AL081999,15,1999-09-11T09:00:00Z,50,80,70,35,65
AL081999,15,1999-09-11T09:00:00Z,64,65,45,0,0
AL081999,16,1999-09-11T15:00:00Z,34,150,125,75,125
AL081999,16,1999-09-11T15:00:00Z,50,80,70,35,65
AL081999,16,1999-09-11T15:00:00Z,64,65,45,0,0
AL081999,17,1999-09-11T21:00:00Z,34,150,125,75,125
AL081999,17,1999-09-11T21:00:00Z,50,100,75,35,90
AL081999,17,1999-09-11T21:00:00Z,64,90,45,30,45
AL081999,18,1999-09-12T03:00:00Z,34,150,125,75,125
AL081999,18,1999-09-12T03:00:00Z,50,100,75,35,90
AL081999,18,1999-09-12T03:00:00Z,64,90,45,30,45
AL081999,19,1999-09-12T09:00:00Z,34,150,125,90,125
AL081999,19,1999-09-12T09:00:00Z,50,100,75,50,90
AL081999,19,1999-09-12T09:00:00Z,64,75,45,30,50
AL081999,20,1999-09-12T15:00:00Z,34,175,150,100,125
AL081999,20,1999-09-12T15:00:00Z,50,125,100,75,90
AL081999,20,1999-09-12T15:00:00Z,64,100,45,45,50
AL081999,21,1999-09-12T21:00:00Z,34,250,180,150,200
AL081999,21,1999-09-12T21:00:00Z,50,125,100,90,100
AL081999,21,1999-09-12T21:00:00Z,64,100,45,45,75
AL081999,22,1999-09-13T03:00:00Z,34,250,180,150,200
AL081999,22,1999-09-13T03:00:00Z,50,125,100,90,100
AL081999,22,1999-09-13T03:00:00Z,64,90,50,50,70
AL081999,23,1999-09-13T09:00:00Z,34,250,180,150,225
AL081999,23,1999-09-13T09:00:00Z,50,125,100,100,145
AL081999,23,1999-09-13T09:00:00Z,64,90,50,50,70
AL081999,24,1999-09-13T15:00:00Z,34,250,180,150,225
AL081999,24,1999-09-13T15:00:00Z,50,180,100,100,150
AL081999,24,1999-09-13T15:00:00Z,64,90,50,50,70
AL081999,25,1999-09-13T21:00:00Z,34,225,190,175,190
AL081999,25,1999-09-13T21:00:00Z,50,180,140,105,150
AL081999,25,1999-09-13T21:00:00Z,64,110,40,30,90
AL081999,26,1999-09-14T03:00:00Z,34,250,190,150,190
AL081999,26,1999-09-14T03:00:00Z,50,180,140,105,150
AL081999,26,1999-09-14T03:00:00Z,64,110,75,60,90
AL081999,27,1999-09-14T09:00:00Z,34,250,190,150,190
AL081999,27,1999-09-14T09:00:00Z,50,180,140,105,150
AL081999,27,1999-09-14T09:00:00Z,64,110,75,60,90
AL081999,28,1999-09-14T15:00:00Z,34,250,190,150,190
AL081999,28,1999-09-14T15:00:00Z,50,180,140,105,150
AL081999,28,1999-09-14T15:00:00Z,64,110,75,60,90
AL081999,29,1999-09-14T21:00:00Z,34,180,180,125,125
AL081999,29,1999-09-14T21:00:00Z,50,150,150,90,90
AL081999,29,1999-09-14T21:00:00Z,64,110,90,60,60
AL081999,30,1999-09-15T03:00:00Z,34,250,180,140,160
AL081999,30,1999-09-15T03:00:00Z,50,150,150,90,100
AL081999,30,1999-09-15T03:00:00Z,64,110,90,60,60
AL081999,31,1999-09-15T09:00:00Z,34,250,180,140,160
AL081999,31,1999-09-15T09:00:00Z,50,150,150,90,100
AL081999,31,1999-09-15T09:00:00Z,64,110,90,60,75
AL081999,32,1999-09-15T15:00:00Z,34,200,180,150,180
AL081999,32,1999-09-15T15:00:00Z,50,140,135,90,130
AL081999,32,1999-09-15T15:00:00Z,64,120,70,60,60
AL081999,33,1999-09-15T21:00:00Z,34,200,180,180,135
AL081999,33,1999-09-15T21:00:00Z,50,150,150,75,90
AL081999,33,1999-09-15T21:00:00Z,64,120,105,30,40
AL081999,34,1999-09-16T03:00:00Z,34,225,225,150,125
AL081999,34,1999-09-16T03:00:00Z,50,150,150,75,60
AL081999,34,1999-09-16T03:00:00Z,64,100,100,40,40
AL081999,35,1999-09-16T09:00:00Z,34,200,200,125,125
AL081999,35,1999-09-16T09:00:00Z,50,140,140,75,50
AL081999,35,1999-09-16T09:00:00Z,64,100,80,30,30
AL081999,36,1999-09-16T15:00:00Z,34,200,200,125,75
AL081999,36,1999-09-16T15:00:00Z,50,125,125,100,50
AL081999,36,1999-09-16T15:00:00Z,64,100,80,25,25
AL081999,37,1999-09-16T21:00:00Z,34,175,175,25,25
AL081999,37,1999-09-16T21:00:00Z,50,125,125,0,0
AL081999,38,1999-09-17T03:00:00Z,34,175,175,150,25
AL081999,38,1999-09-17T03:00:00Z,50,150,150,0,0
AL081999,39,1999-09-17T09:00:00Z,34,175,250,150,25
AL081999,39,1999-09-17T09:00:00Z,50,150,150,0,0
AL082000,2,2000-09-02T09:00:00Z,34,75,40,20,75
AL082000,3,2000-09-02T15:00:00Z,34,100,0,0,0
AL082000,4,2000-09-02T21:00:00Z,34,100,0,0,100
AL082000,5,2000-09-03T03:00:00Z,34,100,0,0,100
AL082000,6,2000-09-03T09:00:00Z,34,100,0,0,100
AL082000,7,2000-09-03T15:00:00Z,34,100,0,0,100
AL082001,8,2001-09-13T15:00:00Z,34,75,125,0,0
AL082001,9,2001-09-13T21:00:00Z,34,100,100,75,75
AL082001,10,2001-09-14T03:00:00Z,34,125,100,75,75
AL082001,11,2001-09-14T09:00:00Z,34,125,100,50,75
AL082001,11,2001-09-14T09:00:00Z,50,50,50,0,25
AL082001,12,2001-09-14T15:00:00Z,34,125,100,50,75
AL082001,13,2001-09-14T21:00:00Z,34,125,100,50,50
AL082001,14,2001-09-15T03:00:00Z,34,125,0,0,0
AL082001,15,2001-09-15T09:00:00Z,34,125,0,0,0
AL082001,16,2001-09-15T15:00:00Z,34,125,75,0,125
AL082001,17,2001-09-15T21:00:00Z,34,125,125,100,125
AL082001,18,2001-09-16T03:00:00Z,34,150,150,125,175
AL082001,18,2001-09-16T03:00:00Z,50,125,125,0,125
AL082001,19,2001-09-16T09:00:00Z,34,150,150,125,150
AL082001,19,2001-09-16T09:00:00Z,50,125,125,100,125
AL082001,20,2001-09-16T15:00:00Z,34,150,150,125,150
AL082001,20,2001-09-16T15:00:00Z,50,125,125,100,125
AL082001,21,2001-09-16T21:00:00Z,34,175,175,150,175
AL082001,21,2001-09-16T21:00:00Z,50,125,125,50,125
AL082001,22,2001-09-17T03:00:00Z,34,200,240,150,200
AL082001,22,2001-09-17T03:00:00Z,50,125,125,50,125
AL082001,22,2001-09-17T03:00:00Z,64,20,20,20,20
AL082001,23,2001-09-17T09:00:00Z,34,200,250,150,200
AL082001,23,2001-09-17T09:00:00Z,50,125,125,50,125
AL082001,23,2001-09-17T09:00:00Z,64,25,25,25,25
AL082001,24,2001-09-17T15:00:00Z,34,200,250,150,200
AL082001,24,2001-09-17T15:00:00Z,50,125,125,50,125
AL082001,24,2001-09-17T15:00:00Z,64,25,25,25,25
AL082001,25,2001-09-17T21:00:00Z,34,250,250,150,175
AL082001,25,2001-09-17T21:00:00Z,50,125,100,50,125
AL082001,25,2001-09-17T21:00:00Z,64,25,25,25,25
AL082001,26,2001-09-18T03:00:00Z,34,200,200,100,125
AL082001,26,2001-09-18T03:00:00Z,50,100,75,25,100
AL082001,27,2001-09-18T09:00:00Z,34,200,200,100,200
AL082001,27,2001-09-18T09:00:00Z,50,75,75,50,75
AL082001,28,2001-09-18T15:00:00Z,34,225,250,100,200
AL082001,28,2001-09-18T15:00:00Z,50,75,75,50,75
AL082001,29,2001-09-18T21:00:00Z,34,225,250,100,200
AL082001,29,2001-09-18T21:00:00Z,50,75,75,50,75
AL082001,30,2001-09-19T03:00:00Z,34,250,275,125,225
AL082001,30,2001-09-19T03:00:00Z,50,150,150,75,200
AL082002,2,2002-09-08T21:00:00Z,34,120,75,0,50
AL082002,3,2002-09-09T03:00:00Z,34,120,75,30,50
AL082002,4,2002-09-09T09:00:00Z,34,125,75,50,50
AL082002,5,2002-09-09T15:00:00Z,34,125,75,75,125
AL082002,6,2002-09-09T21:00:00Z,34,125,125,75,125
AL082002,7,2002-09-10T03:00:00Z,34,125,125,75,85
AL082002,8,2002-09-10T09:00:00Z,34,125,150,75,75
AL082002,8,2002-09-10T09:00:00Z,50,60,75,0,0
AL082002,9,2002-09-10T15:00:00Z,34,150,150,100,75
AL082002,9,2002-09-10T15:00:00Z,50,75,75,0,0
AL082002,10,2002-09-10T21:00:00Z,34,150,175,100,100
AL082002,10,2002-09-10T21:00:00Z,50,75,75,0,0
AL082002,11,2002-09-11T03:00:00Z,34,150,225,100,100
AL082002,11,2002-09-11T03:00:00Z,50,75,75,0,0
AL082002,12,2002-09-11T09:00:00Z,34,150,225,100,100
AL082002,12,2002-09-11T09:00:00Z,50,60,60,0,0
AL082002,13,2002-09-11T15:00:00Z,34,150,225,100,100
AL082002,13,2002-09-11T15:00:00Z,50,60,90,90,0
AL082002,13,2002-09-11T15:00:00Z,64,0,60,60,0
AL082002,14,2002-09-11T21:00:00Z,34,150,225,150,100
AL082002,14,2002-09-11T21:00:00Z,50,0,120,120,0
AL082002,14,2002-09-11T21:00:00Z,64,0,75,75,0
AL082002,15,2002-09-12T03:00:00Z,34,150,450,300,100
AL082002,15,2002-09-12T03:00:00Z,50,0,120,120,0
AL082002,15,2002-09-12T03:00:00Z,64,0,75,75,0
AL082002,16,2002-09-12T09:00:00Z,34,150,200,200,200
AL082002,16,2002-09-12T09:00:00Z,50,0,100,100,0
